,5,10,15,20,25,30,35,40,45,50
0,4.26033425127609,2.613955596977025,2.8589094413207703,2.9321718094253306,2.4302229895571115,2.9087155060687775,2.673609742881886,3.4561428695954186,2.7942299795780094,3.9999926115903333
1,4.195245588597015,2.59636981565231,2.7653773834190924,5.547271571430051,3.6647942694576545,3.0905781842032782,4.805900355150199,3.359744404131569,1.4237824913337827,3.4941540556731896
2,3.5655912170703665,4.079044668921099,2.55288425948546,3.3034209673592922,3.5992065878374033,3.8852128279276728,4.047622978397741,2.717338040207668,3.9122426950689233,2.98532485842373
3,2.0131630844504733,1.892501722992406,2.803081508864255,2.608767408226439,3.394619248919369,2.695544503102875,2.774731331465388,3.53410345459778,3.791217469338672,2.5696578491862847
4,3.901876980229575,2.789586126256044,2.7893188413088694,2.4681758402066056,4.659512769562611,3.2681905671447526,3.386920572224897,4.094269840115334,2.0409626060649275,3.9226595175092625
5,4.090357404391876,2.184646103522066,3.3680930573424104,3.2307439194100915,2.908435628457159,4.070597071552396,2.720174123215806,3.3120290405323782,4.77391435454167,3.289499860226112
6,5.3215495772231876,3.914102462692652,2.60707131188879,2.8704471058927856,3.562806604563801,3.233138731877126,1.9942588910980084,3.5173278193224475,1.858548751778798,4.235006034347245
7,2.9489141831043835,2.3670427645383696,3.9371374544175244,3.6128729470560477,3.2691459710748516,4.243821752235159,3.2640925305157396,3.5456460186583296,4.1756523076729675,1.8012083233660272
8,4.709837995678864,2.247755231455409,4.181915659809898,2.773430532766215,2.9621296480925103,2.8956445513948132,4.472109167560672,1.9488363925128827,3.960859745973194,3.543904330916909
9,3.584904336392516,4.040545382659198,2.836532878289699,3.4965183652426743,2.3261166559628155,3.9975208466821397,2.0728560162503986,2.479246526437113,6.34447451402141,3.049952410428603
